date,TOYOTA,SHO_MTI,ENEOS,SBI_HD,JT,TAKEDA,TO_DEN,AGC
2001/1/4 0:00,-1.186311787,-1.081081078,0.45026178,7.054033963,-1.538021727,2.392982456,1.991895113,0.637268848
2001/1/5 0:00,-1.131558935,-1.081081078,0.240837696,7.054033963,-1.500285878,2.18245614,1.925148987,0.699857752
2001/1/9 0:00,-1.113307985,-1.10651824,0.062827225,6.628087991,-1.611206404,2.498245614,1.929916567,0.637268848
2001/1/10 0:00,-1.216730038,-1.093799601,-0.157068063,6.141292442,-1.592910234,2.498245614,1.963289631,0.568990043
2001/1/11 0:00,-1.380988593,-1.157392681,-0.167539267,5.046002191,-1.589479703,2.498245614,1.972824791,0.568990043
2001/1/12 0:00,-1.356653992,-1.131955402,0.188481675,5.471948162,-1.595197256,2.147368421,1.863170441,0.517780939
2001/1/15 0:00,-1.307984791,-1.13831478,0.209424084,5.837045091,-1.58376215,1.714619883,1.753516091,0.466571835
2001/1/16 0:00,-1.034220532,-1.119236879,0.094240838,6.262991597,-1.595197256,1.773099415,1.696305125,0.443812233
2001/1/17 0:00,-1.003802281,-1.100158979,0.146596859,7.479981003,-1.58490566,1.656140351,1.763051251,0.39829303
2001/1/18 0:00,-1.046387833,-1.081081078,0.010471204,8.575271255,-1.596340766,1.585964912,1.696305125,0.39829303
2001/1/19 0:00,-1.046387833,-1.068362439,-0.240837696,9.183764885,-1.578044597,1.738011696,1.662932062,0.614509246
2001/1/22 0:00,-1.082889734,-1.081081078,-0.157068063,8.575271255,-1.572327044,1.85497076,1.74398093,0.694167852
2001/1/23 0:00,-1.119391635,-1.093799601,-0.041884817,7.78422782,-1.581475129,1.761403509,1.758283671,0.654338549
2001/1/24 0:00,-1.107224335,-1.10651824,-0.12565445,8.331872946,-1.562035449,1.761403509,1.758283671,0.642958748
2001/1/25 0:00,-1.082889734,-1.112877502,-0.136125654,9.366313625,-1.511720983,1.585964912,1.782121573,0.625889047
2001/1/26 0:00,-1.107224335,-1.10651824,0.041884817,8.149324215,-1.528873642,1.925146199,1.801191895,0.523470839
2001/1/29 0:00,-1.076806084,-1.055643799,0.188481675,8.271023369,-1.538021727,2.01871345,1.777353993,0.563300142
2001/1/30 0:00,-1.040304183,-1.011128737,0.146596859,8.453572101,-1.542595769,1.738011696,1.734445769,0.574679943
2001/1/31 0:00,-1.034220532,-0.979332197,0.062827225,8.149324215,-1.559748428,1.714619883,1.686769964,0.586059744
2001/2/1 0:00,-0.997718631,-0.979332197,0.052356021,8.149324215,-1.560891938,1.85497076,1.677234803,0.546230441
2001/2/2 0:00,-1.052471483,-1.004769475,0,7.966776552,-1.56432247,1.913450292,1.648629321,0.512091038
2001/2/5 0:00,-1.119391635,-1.042925277,0.020942408,7.905926975,-1.568896512,1.726315789,1.672467223,0.500711238
2001/2/6 0:00,-1.107224335,-1.062003177,-0.041884817,8.271023369,-1.549456832,1.574269006,1.677234803,0.358463727
2001/2/7 0:00,-1.082889734,-1.055643799,0.020942408,7.966776552,-1.563178959,1.632748538,1.705840286,0.256045519
2001/2/8 0:00,-1.082889734,-1.049284538,0.031413613,7.905926975,-1.549456832,1.597660819,1.705840286,0.27311522
2001/2/9 0:00,-1.046387833,-0.998410097,0.052356021,7.662528666,-1.576901086,1.621052632,1.715375447,0.227596017
2001/2/13 0:00,-1.015969582,-0.972972935,0.178010471,7.419131426,-1.556317896,1.644444444,1.705840286,0.324324324
2001/2/14 0:00,-0.997718631,-0.992050836,0.492146597,7.601679089,-1.538021727,1.246783626,1.724910608,0.295874822
