date,TOYOTA,SHO_MTI,ENEOS,SBI_HD,JT,TAKEDA,TO_DEN,AGC
2001/1/4 0:00,0.058226089,0.05426087,0.044452175,0.65217391,0.065739133,0.529043496,0.224608703,0.360000012
2001/1/5 0:00,0.059634785,0.05426087,0.042886958,0.65217391,0.068321741,0.514956539,0.219130442,0.36430436
2001/1/9 0:00,0.06010435,0.053217393,0.041556523,0.621739143,0.060730437,0.536086975,0.219521747,0.360000012
2001/1/10 0:00,0.05744348,0.053739134,0.039913045,0.586956542,0.061982611,0.536086975,0.222260877,0.35530436
2001/1/11 0:00,0.053217393,0.051130435,0.039834784,0.50869567,0.062217393,0.536086975,0.223043486,0.35530436
2001/1/12 0:00,0.05384348,0.052173916,0.042495654,0.539130436,0.061826089,0.512608713,0.214043486,0.351782621
2001/1/15 0:00,0.055095654,0.051913044,0.042652175,0.565217406,0.062608698,0.48365219,0.205043485,0.348260881
2001/1/16 0:00,0.062139133,0.052695652,0.041791306,0.595652211,0.061826089,0.487565234,0.200347833,0.346695664
2001/1/17 0:00,0.062921741,0.053478261,0.04218261,0.682608753,0.062530437,0.479739147,0.205826094,0.343565229
2001/1/18 0:00,0.061826089,0.05426087,0.041165219,0.760869625,0.061747828,0.475043495,0.200347833,0.343565229
2001/1/19 0:00,0.061826089,0.054782611,0.039286958,0.804347819,0.063000002,0.485217408,0.197608702,0.358434795
2001/1/22 0:00,0.060886959,0.05426087,0.039913045,0.760869625,0.063391307,0.493043495,0.204260877,0.363913056
2001/1/23 0:00,0.059947828,0.053739134,0.040773914,0.70434785,0.06276522,0.486782625,0.20543479,0.361173925
2001/1/24 0:00,0.060260872,0.053217393,0.040147827,0.743478286,0.064095654,0.486782625,0.20543479,0.360391317
2001/1/25 0:00,0.060886959,0.052956525,0.040069567,0.817391324,0.067539133,0.475043495,0.207391311,0.359217404
2001/1/26 0:00,0.060260872,0.053217393,0.041400001,0.730434782,0.06636522,0.497739147,0.208956529,0.352173925
2001/1/29 0:00,0.06104348,0.055304351,0.042495654,0.739130452,0.065739133,0.504000017,0.207000007,0.354913056
2001/1/30 0:00,0.061982611,0.057130437,0.04218261,0.752173956,0.065426089,0.485217408,0.203478268,0.355695664
2001/1/31 0:00,0.062139133,0.058434786,0.041556523,0.730434782,0.064252176,0.48365219,0.199565224,0.356478273
2001/2/1 0:00,0.063078263,0.058434786,0.041478262,0.730434782,0.064173915,0.493043495,0.198782616,0.353739143
2001/2/2 0:00,0.061669567,0.057391305,0.041086958,0.717391354,0.063939133,0.496956539,0.196434789,0.351391316
2001/2/5 0:00,0.059947828,0.055826087,0.04124348,0.71304352,0.063626089,0.484434799,0.198391311,0.350608708
2001/2/6 0:00,0.060260872,0.055043479,0.040773914,0.739130452,0.064956524,0.474260886,0.198782616,0.340826099
2001/2/7 0:00,0.060886959,0.055304351,0.04124348,0.717391354,0.064017393,0.478173929,0.201130442,0.33378262
2001/2/8 0:00,0.060886959,0.055565219,0.041321741,0.71304352,0.064956524,0.475826103,0.201130442,0.334956533
2001/2/9 0:00,0.061826089,0.057652177,0.041478262,0.695652181,0.063078263,0.477391321,0.20191305,0.331826098
2001/2/13 0:00,0.062608698,0.058695654,0.042417393,0.678260918,0.064486959,0.478956538,0.201130442,0.338478272
2001/2/14 0:00,0.063078263,0.057913045,0.044765219,0.691304346,0.065739133,0.452347842,0.202695659,0.336521751
2001/2/15 0:00,0.062921741,0.058173913,0.045626089,0.821739159,0.065582611,0.461739146,0.202695659,0.327913055
2001/2/16 0:00,0.062921741,0.057652177,0.044686958,0.791304392,0.065582611,0.446086972,0.206217398,0.320869576
2001/2/19 0:00,0.062139133,0.057130437,0.045391306,0.760869625,0.06456522,0.446086972,0.209347833,0.313043489
2001/2/20 0:00,0.061982611,0.058434786,0.044217393,0.760869625,0.064721741,0.450000015,0.211304355,0.315000011
2001/2/21 0:00,0.061826089,0.058173913,0.044765219,0.695652181,0.065660872,0.448434798,0.210913051,0.313043489
2001/2/22 0:00,0.062921741,0.058434786,0.044452175,0.678260918,0.066678263,0.455478276,0.219913051,0.307565228
2001/2/23 0:00,0.063234785,0.059739131,0.044217393,0.691304346,0.06636522,0.453913059,0.216000007,0.313043489
2001/2/26 0:00,0.064017393,0.061565221,0.04578261,0.673913084,0.065739133,0.448434798,0.217956529,0.312652185
2001/2/27 0:00,0.064017393,0.062608698,0.045313045,0.673913084,0.065660872,0.450000015,0.218739138,0.31226088
2001/2/28 0:00,0.063860872,0.063913047,0.045860871,0.65217391,0.064721741,0.434347841,0.217956529,0.316565228
2001/3/1 0:00,0.061826089,0.064956524,0.044608697,0.626086978,0.065739133,0.431217406,0.208565225,0.310695663
2001/3/2 0:00,0.061513046,0.061565221,0.044217393,0.617391309,0.062608698,0.430434797,0.211304355,0.30952175
2001/3/5 0:00,0.062295654,0.06104348,0.045000002,0.578260872,0.06456522,0.42886958,0.217956529,0.313043489
2001/3/6 0:00,0.06276522,0.063130439,0.045626089,0.634782647,0.065347828,0.430434797,0.218347834,0.320478272
2001/3/7 0:00,0.063391307,0.061304348,0.044295654,0.660869579,0.064721741,0.43513045,0.217565225,0.32752175
2001/3/8 0:00,0.06370435,0.06104348,0.045626089,0.643478317,0.064956524,0.450000015,0.214043486,0.322826098
2001/3/9 0:00,0.06464348,0.060782612,0.046173915,0.604347843,0.064408698,0.457043494,0.212869573,0.325565229
2001/3/12 0:00,0.064800002,0.059739131,0.045078262,0.582608707,0.06276522,0.436695667,0.212478268,0.310304358
2001/3/13 0:00,0.063547828,0.059217395,0.046408697,0.547826106,0.061826089,0.440608711,0.209739138,0.291130445
2001/3/15 0:00,0.064956524,0.058434786,0.04844348,0.608695677,0.06456522,0.457826103,0.212478268,0.328695663
2001/3/16 0:00,0.065426089,0.059739131,0.047347828,0.595652211,0.062373915,0.466434799,0.213260877,0.316173924
2001/3/19 0:00,0.068243481,0.058956522,0.048756523,0.600000008,0.06190435,0.460173929,0.218739138,0.319304359
2001/3/21 0:00,0.072782611,0.063913047,0.049695654,0.595652211,0.064173915,0.516521757,0.230478269,0.340434794
2001/3/22 0:00,0.070747829,0.060260872,0.048365219,0.613043512,0.063626089,0.479739147,0.225000008,0.32478262
