date,TOYOTA,SHO_MTI,ENEOS,SBI_HD,JT,TAKEDA,TO_DEN,AGC
2001/1/4 0:00,744,693.333313,568,8333.333008,840,6760,2870,4600
2001/1/5 0:00,753,693.333313,558,8333.333008,856.5,6670,2835,4627.5
2001/1/9 0:00,758,688.8888753,549,8203.703451,829.6666667,6730,2825,4618.333333
2001/1/10 0:00,754.6666667,686.6666667,529.6666667,7925.925781,813.6666667,6760,2815,4598.333333
2001/1/11 0:00,727.3333333,673.3333333,516.6666667,7314.814779,787.6666667,6850,2831.666667,4560
2001/1/12 0:00,700.6666667,668.8888957,520.6666667,6962.962891,792.3333333,6750,2808.333333,4525
2001/1/15 0:00,690.6666667,661.1111043,532.3333333,6870.37028,795,6526.666667,2735,4495
2001/1/16 0:00,728.6666667,667.777771,540.6666667,7240.740723,793.3333333,6320,2638.333333,4458.333333
2001/1/17 0:00,767.3333333,673.333313,539.3333333,7851.852051,796.3333333,6180,2603.333333,4423.333333
2001/1/18 0:00,796,683.333313,533,8685.185547,792.6666667,6143.333333,2583.333333,4403.333333
2001/1/19 0:00,794.6666667,692.2222087,522.3333333,9574.074217,797.6666667,6133.333333,2571.666667,4453.333333
2001/1/22 0:00,786,695.555542,512.6666667,9907.407551,801.3333333,6190,2565,4540
2001/1/23 0:00,778,693.3333333,511,9666.666665,805.6666667,6240,2586.666667,4615
2001/1/24 0:00,771.3333333,686.6666667,514.6666667,9407.407552,810.3333333,6246.666667,2620,4623.333333
2001/1/25 0:00,771.3333333,681.1111247,515.3333333,9648.148113,828,6170,2633.333333,4603.333333
2001/1/26 0:00,772.6666667,678.8888957,518,9759.259116,843.3333333,6216.666667,2648.333333,4565
2001/1/29 0:00,776,687.7777913,528,9740.740561,850.3333333,6290,2655,4541.666667
2001/1/30 0:00,780.6666667,705.5555623,537,9462.962891,841.3333333,6333.333333,2638.333333,4526.666667
2001/1/31 0:00,788.6666667,727.7777913,537.6666667,9462.962891,832.3333333,6273.333333,2598.333333,4545
2001/2/1 0:00,797.3333333,741.1111247,533.3333333,9425.925781,825.6666667,6226.666667,2563.333333,4540
2001/2/2 0:00,796,742.222229,528.6666667,9277.777669,819.3333333,6276.666667,2533.333333,4521.666667
2001/2/5 0:00,786.6666667,731.1111043,527.3333333,9203.703776,816.6666667,6280,2528.333333,4496.666667
2001/2/6 0:00,774.6666667,716.6666463,524.3333333,9240.740885,820,6200,2528.333333,4441.666667
2001/2/7 0:00,771.3333333,707.777771,525,9240.740885,820.3333333,6120,2548.333333,4366.666667
2001/2/8 0:00,775.3333333,706.6666667,525.3333333,9240.740885,826,6083.333333,2560,4300
2001/2/9 0:00,782,717.7777913,528.3333333,9055.555664,818,6096.666667,2573.333333,4261.666667
2001/2/13 0:00,789.3333333,732.222229,533.3333333,8888.888997,820,6100,2573.333333,4281.666667
2001/2/14 0:00,798.6666667,742.222229,548,8796.296224,823.3333333,6000,2580,4288.333333
2001/2/15 0:00,803.3333333,744.4444377,565.6666667,9333.333333,834,5933.333333,2583.333333,4271.666667
2001/2/16 0:00,804.6666667,740,575.3333333,9814.814779,838.6666667,5793.333333,2605,4196.666667
2001/2/19 0:00,800.6666667,736.6666667,578,10111.11133,833.6666667,5766.666667,2633.333333,4096.666667
