date,TOYOTA,SHO_MTI,ENEOS,SBI_HD,JT,TAKEDA,TO_DEN,AGC
2001/1/4 0:00,-0.873566375,-0.900875307,-0.968428942,3.217022337,-0.821823156,2.369008653,0.272330319,1.204786236
2001/1/5 0:00,-0.863864521,-0.900875307,-0.979208779,3.217022337,-0.804036425,2.271990119,0.234600889,1.234430789
2001/1/9 0:00,-0.86063057,-0.908061854,-0.988371641,3.007414509,-0.856318635,2.417517921,0.237295848,1.204786236
2001/1/10 0:00,-0.878956293,-0.904468564,-0.99969047,2.76786263,-0.847694766,2.417517921,0.256160563,1.172446725
2001/1/11 0:00,-0.908061854,-0.922434981,-1.000229462,2.22887077,-0.84607779,2.417517921,0.261550482,1.172446725
2001/1/12 0:00,-0.903749919,-0.915248401,-0.981903739,2.438478598,-0.848772749,2.255820363,0.199566418,1.148192091
2001/1/15 0:00,-0.895126049,-0.917045063,-0.980825755,2.618142639,-0.843382831,2.056393375,0.137582354,1.123937457
2001/1/16 0:00,-0.846616782,-0.911655144,-0.986754665,2.827750731,-0.848772749,2.083342968,0.105242842,1.11315762
2001/1/17 0:00,-0.841226863,-0.906265225,-0.984059706,3.426630692,-0.843921823,2.029443782,0.142972273,1.091597946
2001/1/18 0:00,-0.848772749,-0.900875307,-0.9910666,3.965622552,-0.849311741,1.99710427,0.105242842,1.091597946
2001/1/19 0:00,-0.848772749,-0.897282017,-1.004002405,4.265062004,-0.840687871,2.067173212,0.086378127,1.194006399
2001/1/22 0:00,-0.855240652,-0.900875307,-0.99969047,3.965622552,-0.837992912,2.121072398,0.132192435,1.231735829
2001/1/23 0:00,-0.861708554,-0.904468564,-0.99376156,3.576350419,-0.842304847,2.077953049,0.140277313,1.212871114
2001/1/24 0:00,-0.859552587,-0.908061854,-0.998073494,3.845846349,-0.833141985,2.077953049,0.140277313,1.207481196
2001/1/25 0:00,-0.855240652,-0.909858482,-0.998612486,4.35489416,-0.809426344,1.99710427,0.15375211,1.199396318
2001/1/26 0:00,-0.859552587,-0.908061854,-0.989449625,3.756014197,-0.817511221,2.15341191,0.164531947,1.15088705
2001/1/29 0:00,-0.854162668,-0.893688727,-0.981903739,3.815902298,-0.821823156,2.196531258,0.151057151,1.169751765
2001/1/30 0:00,-0.847694766,-0.881112261,-0.984059706,3.90573445,-0.823979124,2.067173212,0.126802517,1.175141684
2001/1/31 0:00,-0.846616782,-0.872129052,-0.988371641,3.756014197,-0.832064002,2.056393375,0.099852924,1.180531603
2001/2/1 0:00,-0.84014888,-0.872129052,-0.988910633,3.756014197,-0.832602994,2.121072398,0.094463005,1.161666888
2001/2/2 0:00,-0.849850733,-0.879315632,-0.991605592,3.666182571,-0.834219969,2.148021991,0.078293249,1.145497132
2001/2/5 0:00,-0.861708554,-0.89009547,-0.990527608,3.636238521,-0.836375937,2.061783293,0.091768046,1.140107213
2001/2/6 0:00,-0.859552587,-0.895485388,-0.99376156,3.815902298,-0.827213075,1.991714352,0.094463005,1.072733231
2001/2/7 0:00,-0.855240652,-0.893688727,-0.990527608,3.666182571,-0.833680977,2.018663945,0.110632761,1.024223963
2001/2/8 0:00,-0.855240652,-0.891892098,-0.989988617,3.636238521,-0.827213075,2.002494189,0.110632761,1.032308841
2001/2/9 0:00,-0.848772749,-0.877518971,-0.988910633,3.516462318,-0.84014888,2.013274026,0.11602268,1.010749167
2001/2/13 0:00,-0.843382831,-0.870332424,-0.982442731,3.396686641,-0.830447026,2.024053863,0.110632761,1.056563475
2001/2/14 0:00,-0.84014888,-0.875722342,-0.966272975,3.486518267,-0.821823156,1.840796631,0.121412598,1.043088678
2001/2/15 0:00,-0.841226863,-0.873925714,-0.960344064,4.384838209,-0.82290114,1.905475654,0.121412598,0.983799574
2001/2/16 0:00,-0.841226863,-0.877518971,-0.966811967,4.175230381,-0.82290114,1.797677282,0.145667232,0.935290306
2001/2/19 0:00,-0.846616782,-0.881112261,-0.96196104,3.965622552,-0.829908034,1.797677282,0.167226906,0.88139112
2001/2/20 0:00,-0.847694766,-0.872129052,-0.970045918,3.965622552,-0.828830051,1.824626875,0.180701703,0.894865917
2001/2/21 0:00,-0.848772749,-0.873925714,-0.966272975,3.516462318,-0.822362148,1.813847038,0.178006744,0.88139112
2001/2/22 0:00,-0.841226863,-0.872129052,-0.968428942,3.396686641,-0.815355254,1.862356305,0.239990807,0.84366169
2001/2/23 0:00,-0.839070896,-0.863145877,-0.970045918,3.486518267,-0.817511221,1.851576468,0.213041214,0.88139112
2001/2/26 0:00,-0.833680977,-0.850569378,-0.959266081,3.366742591,-0.821823156,1.813847038,0.226516011,0.878696161
2001/2/27 0:00,-0.833680977,-0.843382831,-0.962500032,3.366742591,-0.822362148,1.824626875,0.231905929,0.876001202
2001/2/28 0:00,-0.834758961,-0.834399622,-0.958727089,3.217022337,-0.828830051,1.716828503,0.226516011,0.905645754
2001/3/1 0:00,-0.848772749,-0.827213075,-0.967350958,3.03735856,-0.821823156,1.695268829,0.161836988,0.865221365
2001/3/2 0:00,-0.850928717,-0.850569378,-0.970045918,2.977470458,-0.843382831,1.68987891,0.180701703,0.857136487
2001/3/5 0:00,-0.845538798,-0.854162668,-0.964655999,2.707974528,-0.829908034,1.679099073,0.226516011,0.88139112
2001/3/6 0:00,-0.842304847,-0.839789541,-0.960344064,3.097246661,-0.824518116,1.68987891,0.22921097,0.932595347
2001/3/7 0:00,-0.837992912,-0.852366039,-0.969506926,3.276910439,-0.828830051,1.722218422,0.223821052,0.981104615
2001/3/8 0:00,-0.835836945,-0.854162668,-0.960344064,3.157134762,-0.827213075,1.824626875,0.199566418,0.948765103
2001/3/9 0:00,-0.829369042,-0.855959296,-0.956571121,2.887638569,-0.830986018,1.873136142,0.19148154,0.967629818
2001/3/12 0:00,-0.828291059,-0.863145877,-0.964117007,2.737918579,-0.842304847,1.732998259,0.188786581,0.862526405
2001/3/13 0:00,-0.836914928,-0.866739134,-0.954954146,2.4983667,-0.848772749,1.759947852,0.169921866,0.7304734
2001/3/15 0:00,-0.827213075,-0.872129052,-0.940940357,2.91758262,-0.829908034,1.878526061,0.188786581,0.989189492
2001/3/16 0:00,-0.823979124,-0.863145877,-0.948486243,2.827750731,-0.844999806,1.937815166,0.194176499,0.902950795
2001/3/19 0:00,-0.804575417,-0.868535795,-0.93878439,2.857694519,-0.848233757,1.894695817,0.231905929,0.924510469
2001/3/21 0:00,-0.773313889,-0.834399622,-0.932316488,2.827750731,-0.832602994,2.282769956,0.312754708,1.070038271
2001/3/22 0:00,-0.787327677,-0.859552587,-0.941479349,2.947526671,-0.836375937,2.029443782,0.275025278,0.962239899
2001/3/23 0:00,-0.787327677,-0.834399622,-0.934472455,2.857694519,-0.844999806,2.174971584,0.242685767,1.115852579
2001/3/26 0:00,-0.773313889,-0.829009703,-0.926387577,3.03735856,-0.850389725,2.22887077,0.285805115,1.164361847
2001/3/27 0:00,-0.772235905,-0.834399622,-0.924770602,2.947526671,-0.835836945,2.309719549,0.261550482,1.137412254
2001/3/28 0:00,-0.779781791,-0.830806365,-0.926926569,3.06730261,-0.826674083,2.255820363,0.256160563,1.215566074
2001/3/29 0:00,-0.798107514,-0.820026528,-0.929082536,2.947526671,-0.832602994,1.975544596,0.210346255,1.067343312
2001/3/30 0:00,-0.805653401,-0.843382831,-0.937706406,3.157134762,-0.828291059,1.986324433,0.22921097,1.096987864
2001/4/2 0:00,-0.807809368,-0.843382831,-0.943635317,3.756014197,-0.840687871,1.92164541,0.207651296,1.018834045
2001/4/3 0:00,-0.806731384,-0.836196284,-0.930699512,4.564501988,-0.824518116,2.045613538,0.215736174,1.110462661
2001/4/4 0:00,-0.807809368,-0.827213075,-0.923153626,4.504614414,-0.821823156,2.104902642,0.245380726,1.099682824
2001/4/5 0:00,-0.808887352,-0.812839948,-0.923153626,4.085398228,-0.822362148,2.148021991,0.2669404,1.164361847
2001/4/6 0:00,-0.811043319,-0.762534052,-0.933394471,4.35489416,-0.82290114,2.174971584,0.250770645,1.245210626
2001/4/9 0:00,-0.819667189,-0.758940762,-0.928004553,4.265062004,-0.820745173,2.067173212,0.242685767,1.231735829
2001/4/10 0:00,-0.83152501,-0.758940762,-0.894587057,4.504614414,-0.826135091,1.937815166,0.253465604,1.126632417
2001/4/11 0:00,-0.826135091,-0.742771006,-0.875722342,4.714222241,-0.832602994,1.970154677,0.261550482,1.19131144
2001/4/12 0:00,-0.829369042,-0.717618042,-0.894587057,5.402933826,-0.827213075,1.932425247,0.261550482,1.361093876
2001/4/13 0:00,-0.833680977,-0.73019454,-0.882190245,5.582598133,-0.832064002,1.943205084,0.218431133,1.374568672
2001/4/16 0:00,-0.835836945,-0.739177749,-0.899437984,5.313102203,-0.832602994,1.905475654,0.234600889,1.393433387
2001/4/17 0:00,-0.836914928,-0.751754215,-0.896204033,4.953774117,-0.841226863,1.927035328,0.256160563,1.334144283
2001/4/18 0:00,-0.83152501,-0.751754215,-0.897282017,5.612541653,-0.832064002,1.953984921,0.256160563,1.366483794
2001/4/19 0:00,-0.833680977,-0.735584459,-0.902671935,5.462821928,-0.842304847,1.905475654,0.218431133,1.42038298
2001/4/20 0:00,-0.835836945,-0.724804622,-0.900515968,5.402933826,-0.83152501,1.856966387,0.223821052,1.390738428
2001/4/23 0:00,-0.84014888,-0.705041609,-0.89836,5.103493848,-0.84014888,1.851576468,0.258855522,1.38265355
2001/4/24 0:00,-0.843382831,-0.705041609,-0.891892098,4.953774117,-0.832602994,1.851576468,0.275025278,1.409603143
2001/4/25 0:00,-0.847694766,-0.68527853,-0.896204033,4.654334139,-0.829369042,1.986324433,0.258855522,1.490451922
2001/4/26 0:00,-0.832602994,-0.68527853,-0.896204033,4.654334139,-0.829369042,1.986324433,0.258855522,1.490451922
2001/4/27 0:00,-0.83152501,-0.674498693,-0.887041171,4.414782257,-0.829908034,1.937815166,0.315449668,1.582080538
2001/5/1 0:00,-0.825057107,-0.674498693,-0.881651253,4.654334139,-0.83152501,1.991714352,0.312754708,1.635979724
2001/5/2 0:00,-0.815355254,-0.706838204,-0.881651253,5.01366222,-0.838531904,1.927035328,0.30736479,1.635979724
2001/5/7 0:00,-0.816433238,-0.719414703,-0.891892098,5.01366222,-0.830986018,1.95937484,0.339704301,1.627894846
2001/5/8 0:00,-0.829369042,-0.739177749,-0.897821009,4.714222241,-0.823440132,1.937815166,0.337009342,1.622504928
2001/5/9 0:00,-0.82290114,-0.724804622,-0.911295805,4.564501988,-0.823440132,2.024053863,0.326229505,1.530876311
2001/5/10 0:00,-0.825057107,-0.728397912,-0.912373789,4.414782257,-0.837992912,2.083342968,0.326229505,1.560520864
2001/5/11 0:00,-0.83152501,-0.708634866,-0.903210927,4.414782257,-0.838531904,2.0348337,0.277720238,1.609030131
2001/5/14 0:00,-0.837992912,-0.721211364,-0.89243109,4.35489416,-0.836914928,2.045613538,0.315449668,1.609030131
2001/5/15 0:00,-0.835836945,-0.723007993,-0.891353106,4.35489416,-0.832064002,2.029443782,0.304669831,1.657539399
2001/5/16 0:00,-0.84014888,-0.731991169,-0.889197139,4.145286328,-0.842843839,1.964764759,0.30736479,1.641369643
2001/5/17 0:00,-0.817511221,-0.721211364,-0.884346212,4.115342279,-0.84607779,1.99710427,0.337009342,1.695268829
2001/5/18 0:00,-0.82290114,-0.688871853,-0.880034277,3.935678501,-0.853623676,1.943205084,0.328924464,1.622504928
2001/5/21 0:00,-0.819667189,-0.678092016,-0.870332424,3.935678501,-0.839609888,1.851576468,0.334314383,1.641369643
2001/5/22 0:00,-0.826135091,-0.674498693,-0.864942505,3.845846349,-0.830986018,1.889305898,0.310059749,1.584775497
2001/5/23 0:00,-0.816433238,-0.681685273,-0.854162668,3.666182571,-0.832602994,1.88391598,0.310059749,1.520096474
2001/5/24 0:00,-0.821823156,-0.688871853,-0.855779643,3.60629447,-0.839070896,1.910865573,0.326229505,1.509316637
2001/5/25 0:00,-0.81427727,-0.667312178,-0.861708554,3.785958248,-0.833141985,1.846186549,0.315449668,1.555130945
2001/5/28 0:00,-0.811043319,-0.679888611,-0.875722342,3.815902298,-0.83152501,1.759947852,0.334314383,1.590165416
2001/5/29 0:00,-0.815355254,-0.681685273,-0.864942505,3.666182571,-0.828291059,1.851576468,0.334314383,1.514706556
2001/5/30 0:00,-0.819667189,-0.687075191,-0.863864521,3.516462318,-0.825596099,1.916255491,0.331619424,1.42038298
2001/5/31 0:00,-0.821823156,-0.694261771,-0.871410407,3.426630692,-0.82290114,1.986324433,0.363958935,1.358398916
2001/6/1 0:00,-0.828291059,-0.703244947,-0.876800326,3.516462318,-0.825057107,2.013274026,0.358569017,1.379958591
2001/6/4 0:00,-0.829369042,-0.708634866,-0.857396619,3.486518267,-0.817511221,2.013274026,0.363958935,1.369178754
2001/6/5 0:00,-0.829369042,-0.706838204,-0.859552587,3.486518267,-0.811043319,1.953984921,0.353179098,1.374568672
2001/6/6 0:00,-0.83152501,-0.708634866,-0.859013595,3.426630692,-0.817511221,1.964764759,0.347789179,1.371873713
2001/6/7 0:00,-0.834758961,-0.68527853,-0.859552587,3.306854489,-0.827752067,2.024053863,0.369348854,1.409603143
2001/6/8 0:00,-0.83152501,-0.688871853,-0.851467709,3.33679854,-0.83745392,1.980934514,0.342399261,1.42307794
2001/6/11 0:00,-0.829369042,-0.68527853,-0.848233757,3.06730261,-0.835836945,1.916255491,0.331619424,1.393433387
2001/6/12 0:00,-0.833680977,-0.690668449,-0.868715448,2.91758262,-0.837992912,1.840796631,0.353179098,1.331449323
2001/6/13 0:00,-0.835836945,-0.658328937,-0.870332424,2.737918579,-0.837992912,1.759947852,0.353179098,1.342229161
2001/6/14 0:00,-0.828291059,-0.6475491,-0.889197139,2.76786263,-0.841226863,1.873136142,0.38551861,1.353008998
2001/6/15 0:00,-0.825057107,-0.658328937,-0.87787831,2.857694519,-0.825596099,1.910865573,0.428637958,1.339534201
2001/6/18 0:00,-0.827213075,-0.660125598,-0.878417302,2.76786263,-0.816433238,1.808457119,0.434027877,1.312584608
2001/6/19 0:00,-0.82290114,-0.665515517,-0.868176456,2.558254801,-0.814816262,1.792287363,0.46097747,1.277550137
2001/6/20 0:00,-0.817511221,-0.642159181,-0.870332424,2.468422649,-0.82290114,1.851576468,0.439417795,1.301804771
2001/6/21 0:00,-0.811043319,-0.634972667,-0.856857627,2.588198589,-0.82290114,1.937815166,0.46097747,1.366483794
2001/6/22 0:00,-0.811043319,-0.625989425,-0.873566375,2.707974528,-0.816433238,1.889305898,0.493316981,1.406908184
2001/6/25 0:00,-0.807809368,-0.61700625,-0.878956293,2.618142639,-0.819667189,1.830016794,0.493316981,1.450027533
2001/6/26 0:00,-0.807809368,-0.604429751,-0.875722342,2.618142639,-0.81427727,1.927035328,0.504096819,1.471587207
2001/6/27 0:00,-0.805653401,-0.62419283,-0.881651253,2.558254801,-0.821823156,1.862356305,0.487927063,1.42307794
2001/6/28 0:00,-0.807809368,-0.62419283,-0.897821009,2.558254801,-0.823440132,1.851576468,0.471757307,1.425772899
2001/6/29 0:00,-0.801341466,-0.61700625,-0.895126049,2.558254801,-0.811043319,1.851576468,0.466367388,1.517401515
2001/7/2 0:00,-0.798107514,-0.640362585,-0.890275123,2.558254801,-0.811582311,1.851576468,0.439417795,1.471587207
2001/7/3 0:00,-0.799185498,-0.636769263,-0.894587057,2.558254801,-0.805653401,1.846186549,0.455587551,1.466197288
2001/7/4 0:00,-0.800263482,-0.643955843,-0.890814114,2.408534811,-0.81697223,1.792287363,0.477147226,1.45811241
